,User,Pesan,Jam,Tanggal
0,ericko L,mancing pak 20% porto:joy::joy::joy:,11:45:02 PM,"Tuesday, March 23, 2021"
1,Rui :rocket::rocket::rocket: Sales SAME,Itu di grup yang dicoba membernya seberapa banyak pak? Jadi penasaran juga,11:27:31 PM,"Tuesday, March 23, 2021"
2,Hendro Masori,Owner/admin yg start. Nanti semua member bisa join,11:22:14 PM,"Tuesday, March 23, 2021"
3,Hendro Masori,Nanti kita coba ya. Biar rame tunggu IHSG halt dulu. Biar banyak yg join. :runner:♂:runner:♂:runner:♂,11:21:22 PM,"Tuesday, March 23, 2021"
4,Fajar Oktavaria,sepertinya iya yang ada cap bintangnya aja yang bisa,11:20:47 PM,"Tuesday, March 23, 2021"
5,Fajar Oktavaria,"makanya nyanyi/main gitarnya sambil analisa, win win solution ini :grin::grin:",11:18:56 PM,"Tuesday, March 23, 2021"
6,Hendro Masori,Saya pengin nyobain voice chat di grup,11:16:32 PM,"Tuesday, March 23, 2021"
7,Hendro Masori,Wkwkwkwkw,11:16:03 PM,"Tuesday, March 23, 2021"
8,Hendro Masori,Saya mau bikin rekaman maen gitar takut ngetop kayak Mas Alip. :runner:♂:runner:♂:runner:♂,11:12:09 PM,"Tuesday, March 23, 2021"
9,Rui :rocket::rocket::rocket: Sales SAME,"Langsung ganti nama dia ... dari Dimas A jadi Bagus P ... tujuannya apa? 🙄 

Pakai bawa2 Koh Billy segala ... orang saya belum lama ini bahas SAME DM sama Koh Billy juga ... 

Benhan wah Pak Alip saya ngefans pak, itu skill gitarnya alamaaak .... yang dia maen gitar sambil maen suling jg lagu Titanic ... :clap:🏽:clap:🏽",11:10:57 PM,"Tuesday, March 23, 2021"
10,Yustinus broker asuransi mobil raw n1153 n1155,Dan kl turun 7% bisa dipastikan arb ya,11:08:25 PM,"Tuesday, March 23, 2021"
11,hery,jagoannya PAMG :stuck_out_tongue_closed_eyes:,11:07:32 PM,"Tuesday, March 23, 2021"
12,Fajar Oktavaria,"semoga aja gak pensiun, jika memang pensiun bukan karna force sell atau margin",11:06:17 PM,"Tuesday, March 23, 2021"
13,Hendro Masori,Gak ada,11:05:08 PM,"Tuesday, March 23, 2021"
14,Aho Lie,Cocok ghosting:grinning::grinning:,11:05:06 PM,"Tuesday, March 23, 2021"
15,Faliq H,"Iya masih aktif pak, minggu kemarin ngobrol. Tapi saya ga nanyain masih di saham apa enggak :grimacing:",11:04:43 PM,"Tuesday, March 23, 2021"
16,Fajar Oktavaria,masih aktif kah telenya mas izzy ?? 🧐,11:03:26 PM,"Tuesday, March 23, 2021"
17,Hendro Masori,Khan Pak Carik nanya yg dulu,11:02:44 PM,"Tuesday, March 23, 2021"
18,Hendro Masori,Sekarang banyak ya? :grin:,11:01:55 PM,"Tuesday, March 23, 2021"
19,Faliq H,"Terakhir chat saya ngajakin main bola bareng, tapi hbs itu ga dibales lg chat saya, hiks :neutral_face:",11:01:53 PM,"Tuesday, March 23, 2021"
20,Iceman29,:sweat_smile:. Hny menjawab Oom.,11:01:52 PM,"Tuesday, March 23, 2021"
21,Oki Oce,"Cantik kyk pramugari, GIAA berarti",11:01:26 PM,"Tuesday, March 23, 2021"
22,Fajar Oktavaria,"setelah disebut, saya baru ngeh mas izzy ga keliatan lagi",11:01:20 PM,"Tuesday, March 23, 2021"
23,Iceman29,PYFA logonya ungu,11:00:51 PM,"Tuesday, March 23, 2021"
24,AAN,Besok menghadap KBAG KEUANGAN mau dinaikkan gajinya 🤣,10:58:48 PM,"Tuesday, March 23, 2021"
25,Agus,Ini td pak dimas sekarang jd bagus p..:joy::joy:,10:58:26 PM,"Tuesday, March 23, 2021"
26,Fajar Oktavaria,"satu strip, angka merah
eh maaf itu porto kita
ini curhat kok bukan pantun :runner:♂:runner:♂",10:58:25 PM,"Tuesday, March 23, 2021"
27,Arik Indra,Wows soalnya dia waw bgt..🤣,10:57:31 PM,"Tuesday, March 23, 2021"
28,Fadli,assa/fren?,10:57:05 PM,"Tuesday, March 23, 2021"
29,Aho Lie,"Dua itik ,Satu merah
Klo cantik pasti udah ada yg punya:pray::pray:",10:56:57 PM,"Tuesday, March 23, 2021"
30,Bapakne Naila,LPPF besok -4% patahkan trend sideway dulu. Men rame :see_no_evil:,10:56:54 PM,"Tuesday, March 23, 2021"
31,Dimas Prakoso,Rindu share gambar2 makanan pak kalau market lagi merah :joy:,10:56:23 PM,"Tuesday, March 23, 2021"
32,Hendro Masori,"Satu titik dua koma
Kamu cantik sapa yg punya...",10:55:40 PM,"Tuesday, March 23, 2021"
33,Andreas Teddy,"Porto nya pada terbakar, cari pelampiasan, jadi benci ini itu, padahal kalo dibilang bosen dengerin orang sales saya sangat bosen dengerin sales antm dengan berita tesla nya dari januari kemarin yang mungkin suatu saat nanti mereka bisa muncul kembali, tapi ya sudahlah inilah market kalo ga ada sales pasti ada yg kurang :joy:",10:55:30 PM,"Tuesday, March 23, 2021"
34,Hendra Choo,komoditi mulai kembali k jalan yg benar. terutama minyak mentah.,10:55:28 PM,"Tuesday, March 23, 2021"
35,Arik Indra,"Command sense aja om,msak ada newbie beli shm tdur gocap?newbie suka yg lgsung to the moon biasanya..:grin:",10:55:19 PM,"Tuesday, March 23, 2021"
36,hery,kalau ada yg omongin KBAG jadi inget mas izzy. pantunis receh kita.,10:54:55 PM,"Tuesday, March 23, 2021"
37,Baron,Iya nunggu smpe mlongo brhri2 gk dkasi murah..  Drpada ribut same wae bosen :joy:,10:54:41 PM,"Tuesday, March 23, 2021"
38,Bapakne Naila,"Masih sideway ya om, tunggu akumulasi selesai",10:53:45 PM,"Tuesday, March 23, 2021"
39,Francisca Sheryl Joell Harry,Mau di sales in atau ngga keputusan buy and sell di jari kita. 🙂 sayang suasana group.jd ga kondusif kl berantem2. Kalau ada saham yg mau ara di sales in disini saya mau ikut beli juga :laughing:,10:52:15 PM,"Tuesday, March 23, 2021"
40,Hendro Masori,Nggak kok. Cuma anget dikit aja,10:51:52 PM,"Tuesday, March 23, 2021"
41,Baron,Nungguin bjbr arb aja..  Mau RI kok pda ribut same :joy:,10:51:41 PM,"Tuesday, March 23, 2021"
42,Achilles,"Kyk gini masuk analisa ga ya, pompom ga klo nubie yg baca?",10:51:41 PM,"Tuesday, March 23, 2021"
43,Arik Indra,"Jos,cocok buat pean mas,yg cuan sabar bismilah..:pray::grin:",10:51:26 PM,"Tuesday, March 23, 2021"
44,Hendro Masori,Hahahaha iya,10:50:57 PM,"Tuesday, March 23, 2021"
45,Arik Indra,Toa dulu tunggu ibu kota baru jadi.🤣,10:50:21 PM,"Tuesday, March 23, 2021"
46,Benanta,"Sama kaya pengusaha klo untung diem2 aja, klo merah ngadu ke pemerintah :sweat_smile:",10:50:12 PM,"Tuesday, March 23, 2021"
47,Faliq H,"Ibukota dibangun, KBAG langsung salip BBCA",10:49:42 PM,"Tuesday, March 23, 2021"
48,Yoga Dharmawan,"Saya megang kbag bro, tabungan masa tua 🥳",10:49:19 PM,"Tuesday, March 23, 2021"
49,Bow,Ketika melakukan pelanggaran dengan tackle keras tanpa mengenai bola Pak.. Atau selebrasi dengan membuka jersey pasti kuning..,10:49:02 PM,"Tuesday, March 23, 2021"
50,Arik Indra,Sales kbag ga ada ta disini?sy nyangkut di 50 soalnya..:pray::grin:,10:49:00 PM,"Tuesday, March 23, 2021"
51,Hendro Masori,Hahahahaha bener,10:48:39 PM,"Tuesday, March 23, 2021"
52,Bu Nana,"Btw, makasi bu @RuiAuxilia atas analisa same lengkap :pray:",10:48:23 PM,"Tuesday, March 23, 2021"
53,Benanta,"Ci udah lah biarin aja, lagian kmrn udh diangkat jadi salesnya BBYB padahal,, gmn masi tertarik?? :grin: etapi hr ni dah cumdate deng :sweat_smile:",10:47:42 PM,"Tuesday, March 23, 2021"
54,Supriyanto,UNVR kok ga mantul mantul ya?,10:47:24 PM,"Tuesday, March 23, 2021"
55,Bu Nana,"Ga tau Chan kalo yg indf kayaknya baru mulai ya,",10:46:48 PM,"Tuesday, March 23, 2021"
56,Nana Paramita,Yo..@RuiAuxilia .. Sabar ya haha. Ngalamin ginian mah udah biasa. Bahas di grup sendiri aja. Lebih banyak yang appreciate.,10:46:43 PM,"Tuesday, March 23, 2021"
57,Fajar Oktavaria,"berarti cara tradingnya ga sehat ini porto merah langsung stres dan bahkan sampai blaming orang lain, yang stres mari puasa trading",10:46:19 PM,"Tuesday, March 23, 2021"
58,Hendra Choo,"ke bandara naik BiRD , lwt JSMR.",10:45:13 PM,"Tuesday, March 23, 2021"
59,Kaanz✓,Mantul dulu om di suport biar bisa ada yang serokk:joy:,10:44:58 PM,"Tuesday, March 23, 2021"
60,Hendra Choo,besok mau terbang k ponti naik GIAA  :joy::joy::joy:,10:43:28 PM,"Tuesday, March 23, 2021"
61,Hendro Masori,Open discussion pro kontra itu biasa... Kalau ada yg across the line baru saya ambil tindakan...,10:43:12 PM,"Tuesday, March 23, 2021"
62,Al Blenk,"Ada keajaiban:joy::joy:
Msing"" grup unik ya.,ada yg Antm mulu, bris mlu,ada yg same mlu dan ada yg ptba mlu:joy::joy:",10:43:12 PM,"Tuesday, March 23, 2021"
63,Andrian,udh bahas samenya cukup yah,10:42:33 PM,"Tuesday, March 23, 2021"
64,Fajar Oktavaria,"Saya yakin ini efek porto merah sih, tapi blamingnya ke yang lain :joy::see_no_evil::runner:",10:42:28 PM,"Tuesday, March 23, 2021"
65,Chezy,Jadi mantul besok :airplane:,10:41:56 PM,"Tuesday, March 23, 2021"
66,Frendi cari-ara,"Sepertinya mau same lagi ini grup
Eh rame maksudnya",10:41:43 PM,"Tuesday, March 23, 2021"
67,Kaanz✓,BMRI jadi apa hayo:joy::see_no_evil:,10:40:52 PM,"Tuesday, March 23, 2021"
68,Rui :rocket::rocket::rocket: Sales SAME,"Thank you kak buat understandingnya :pray:🏽 appreciate it 

Dimas A  lihat itu siapa yang nyinyir duluan kak ... kalau memang keberatan dengan analisa saya yang dianggap keseringan, ya silakan langsung bilang, seperti Ibu Mrs. A tadi ... ga perlu bilang pake sales lidah gemulai lalu dibilang jenuh pula ... to the point saja

@hmasori mohon maaf sebelumnya kalau memang analisa saya membuat jadi tidak kondusif grup ini :pray:🏽

@oki_oce coba tunjukkan kapan saya pernah suru HAKA di harga tertentu? Saya hanya share apa yang saya lakukan dan saya analisa  ... kalau itu memang dilarang di grup ini  atau membuat anda annoyed then please just say it directly, jangan cuma berani nimbrung orang nyinyir

SAME hijau diem semua, begitu merah kenapa ko saya yang diributin?

Saya kesel, tentu saja!",10:40:42 PM,"Tuesday, March 23, 2021"
69,Chezy,Ada apa dengan same? Perasaan grup ini same mulu :grin::speak_no_evil:,10:40:06 PM,"Tuesday, March 23, 2021"
70,Aliong,"Ude sik, SAME SAME neRIMO aja biar adem",10:39:49 PM,"Tuesday, March 23, 2021"
71,Fajar Oktavaria,"Apapun sharenya gausah ngeperkeruh *toh pakde ga ngelarang juga, dan kalo emang bosen tinggal alihkan view anda ke emiten lain simpel kan",10:39:23 PM,"Tuesday, March 23, 2021"
72,Andi FX,SAME besok arb :grimacing:,10:39:13 PM,"Tuesday, March 23, 2021"
73,Tommy Hermes,Tolong tanya SAME masih bisa masuk ga ya?,10:39:00 PM,"Tuesday, March 23, 2021"
74,Andrian,udhlah kalau ga suka dibahas samenya diam aja jgan memperkeruh suasana ga usah ikut campur @SeptoMustofa,10:37:53 PM,"Tuesday, March 23, 2021"
75,Kelon Mas,Kalau saya closing diatas 366 saya akan masuk pak guru,10:37:18 PM,"Tuesday, March 23, 2021"
76,Syrf Maulana,Mari minum kopi kawan :coffee:,10:37:10 PM,"Tuesday, March 23, 2021"
77,Chandra Wijaya,Tumben indf bu?,10:37:08 PM,"Tuesday, March 23, 2021"
78,Frendi cari-ara,"Hahaha keluar lagi SAME

Lanjuttt",10:35:38 PM,"Tuesday, March 23, 2021"
79,rahmad,wih aplikasi apa ini pak?,10:35:36 PM,"Tuesday, March 23, 2021"
80,Oki Oce,"Sebenernya bagus loh membahas saham itu ci asal jangan tiap waktu dalam sehari bilang
“Saya antri di xxx”, “asyik antrian saya dijemput xxx”, “ayo haka di xxx”, “sahamnya merah tapi asing borong, ayo haka guys” di 1 saham yg sama

Jadi boring liat chatannya

Tapi ya namanya ini grup umum saya gak bisa ngatur, hanya bisa mengingatkan aja",10:34:40 PM,"Tuesday, March 23, 2021"
81,Kaanz✓,"Enngk dong pak de:joy:, porto udah aman:grin: alias belum ada barang:joy:",10:34:34 PM,"Tuesday, March 23, 2021"
82,Hendro Masori,Stock trading harusnya gak bikin stress,10:34:16 PM,"Tuesday, March 23, 2021"
83,Hendro Masori,Kalau porto anda merah dan gak bisa tidur berarti ada yg salah,10:33:47 PM,"Tuesday, March 23, 2021"
84,Andrian,saya pengamat aja,10:33:46 PM,"Tuesday, March 23, 2021"
85,Fajar Oktavaria,"Efek tak cuan, emosi merajalela :joy::joy:",10:33:24 PM,"Tuesday, March 23, 2021"
86,Kaanz✓,"Pada ga bisa tidur pak de nanti, portofolio merah semua pasti:see_no_evil:",10:33:05 PM,"Tuesday, March 23, 2021"
87,Ronny,dibutuhkan sponsor 300juta untuk pertandingan catur malam ini supaya kondisi kondusif lagi,10:32:49 PM,"Tuesday, March 23, 2021"
88,Hendro Masori,Setiap IHSG merah dalam kok pasti rame,10:32:29 PM,"Tuesday, March 23, 2021"
89,Frendi cari-ara,"Antm
Same
Agii

3 saham yg keseringan dibahas dan berujung keramaian :grin:",10:32:15 PM,"Tuesday, March 23, 2021"
90,Kaanz✓,"Nawarnya realistis kaya emak"" dipasar om:joy:",10:32:01 PM,"Tuesday, March 23, 2021"
91,Kaanz✓,"Ayok diskusi yang lain, udah jangan SAME diperdebatkan, yang udah ada planing di SAME ya tinggal siapin strategi aja, nanti bisa ga kelar diskusi SAME nya:see_no_evil:",10:30:29 PM,"Tuesday, March 23, 2021"
92,Rui :rocket::rocket::rocket: Sales SAME,"Sama sekali no offense, saya justru terimakasih banyak Kak Benhan diberi feedback dan reminder jelas seperti ini, very well noted, saya akan lebih berhati2 buat memberikan analisa, meskipun saya juga sudah berulang kali bilang, sesuaikan dengan trading plan masing2 :pray:🏽:pray:🏽

Feedback gamblang seperti ini yang saya lebi hargai daripada cuma nyinyir - to the point saja dan saya mohon maaf kalau memang ada yang terkena 'pompom' karena saya terlalu sering membahasnya :pray:🏽:pray:🏽

Feedback is well received :+1:🏽:+1:🏽

@SeptoMustofa kalau memang ada yang keberatan dengan ucapan saya, langsung bilang saja kak, tidak perlu ikut nyinyir juga, sudah dewasa semua disini ....",10:29:46 PM,"Tuesday, March 23, 2021"
93,Kaanz✓,"Kalo baiknya saya nunggu di suport 276 pak guru, hayo loh:joy:",10:28:55 PM,"Tuesday, March 23, 2021"
94,Benhan,"Saling kritik dan debat itu sehat kok, asal jangan serang personal. Saya belajar dari Twitter dulu, kalau “no mention” itu pasti endingnya nyinyir. Kalau kita berani tag orangnya, atau reply langsung paling tidak dialog masih bisa terjadi tanpa saling nyinyir",10:28:49 PM,"Tuesday, March 23, 2021"
95,Gue Keren,"Saya rasa ini sih intinya. Selama ada analisanya, ya gpp kan, tinggal kitanya aja belajar lagi klo blm paham analisanya Ci Rui. Lagian klo saya jadi Ci Rui, saya mah malah gk mau pom2 saham sendiri aplg harga blm balik dan new reborn macam SAME, ASRI dll, malas banyak penumpang gelapnya jadi berat, meskipun somehow dibutuhkan. Kalo dari saya intinya Ci Rui ini mungkin berbagi optmisme kali ya, selama ada diselipin analisa2 saya rasa fine2 aja untuk newbie belajar juga. Asal jangan telan mentah2, itu mah salah sendiri. IMHO.",10:28:32 PM,"Tuesday, March 23, 2021"
96,KinN,Udh mending balik ributin ANTM lagi . Udh kangen :speak_no_evil:,10:28:21 PM,"Tuesday, March 23, 2021"
97,Bu Nana,Nanya dong indf bisa k brp ni,10:28:20 PM,"Tuesday, March 23, 2021"
98,Faliq H,Sesame street 🤣,10:28:11 PM,"Tuesday, March 23, 2021"
99,Eko Bawono,"#ESSA. Kalau mau beli, dimana?",10:28:07 PM,"Tuesday, March 23, 2021"
100,Bagus P,Bisa diarahkan utk baca dan scroll ke atas tanpa jelasin panjang lebar lg,10:27:50 PM,"Tuesday, March 23, 2021"
101,Fajar Oktavaria,kalo frekuensi berlebih iya saya setuju sebenernya but kalo di scroll awalnya pasti lagi lagi karna ada yang nanya atau membahas,10:27:12 PM,"Tuesday, March 23, 2021"
102,Rizal Akhmad,"Oke sekarang bahas CENT, waktu dan tempat dipersilahkan",10:27:08 PM,"Tuesday, March 23, 2021"
103,Septo Mustofa,"Bukan TT lg, tp SS (same same)",10:27:01 PM,"Tuesday, March 23, 2021"
104,Bagus P,"Wkwkwk biarin pak. Kalo dasarnya gitu ya mau gmn lagi. Saya hanya menyuarakan uneg2 saja. TT skrng kok jd kayak gini ya, seolah bar bar bener",10:25:31 PM,"Tuesday, March 23, 2021"
105,Andi FX,"Terlepas same dipom2 pake data apa gak, sy terus terang bosen ah ..udah sebulan sama sami same melulu
RI same udah selesai, party is over
Kalo ada yg masih suka hold, mungkin punya pertimbangan sendiri, ya keep it for ur self
Yg sdh ikutin dari RI udah cuan besar, congratz!",10:24:30 PM,"Tuesday, March 23, 2021"
106,Prima Jangan CL,Bolpen masih pom film?,10:21:09 PM,"Tuesday, March 23, 2021"
107,Bagus P,Apa bedanya dengan grup belvin yg selalu pompom film? Itu pake data loh meskipun ngawur.,10:20:50 PM,"Tuesday, March 23, 2021"
108,Benhan,"Sudah banyak korban angkatan corona di farmasi, nickel, konstruksi, bank kecil. Tentunya karena ngikut seseorang. Nah suhunya dah cutloss, followernya masih nyangkut. Ga bisa juga salahin suhunya tapi ada suhu yg kasih ikan, ada yg kasih kail. Tinggal kita milih yg mana",10:19:10 PM,"Tuesday, March 23, 2021"
109,Bagus P,"Hahaha itu urusan nanti om. Mau salip bbca sekalian ya bisa aja kan? Be mindful aja sih intinya, ini bukan grup mbahmu kalo kata pakde bilang, ada 17rb orang eheheheh",10:18:46 PM,"Tuesday, March 23, 2021"
110,Eddi,Itu grup satu lagi pak.. :sweat_smile:,10:18:39 PM,"Tuesday, March 23, 2021"
111,Supriyanto,AGII gmn,10:17:56 PM,"Tuesday, March 23, 2021"
112,ericko L,"ini juga setuju :joy:
saya suka kalau fear n greed supported by analytical data",10:17:30 PM,"Tuesday, March 23, 2021"
113,Eddy Chandra,Candle same hari ini tertahan oleh trend line yg ditarik dari weekly view. Sepertinya trend line yg menahan cukup kuat,10:16:41 PM,"Tuesday, March 23, 2021"
114,Agus,Same lagi same lagi :joy::joy:,10:16:37 PM,"Tuesday, March 23, 2021"
115,Ronny,"🤔🤔 kaset pecah ini relatif om. Kalau nanti harga ke 1000, yg dikira kaset pecah ternyata nyanyian merdu panggilan cuan. Kalau turun ke 200 ya dianggap kaset pecah.
Saya baca ci rui sih masih analisa pakai data bukan pom2 doank, mungkin frekuensinya aja yg sering.",10:16:05 PM,"Tuesday, March 23, 2021"
116,Faliq H,"Setuju. Ya meskipun saya bukan korban jg, tp di antara 17rb orang ini pasti ada yg bener2 awam dan telan mentah setiap informasi yg diulang2 kek kaset pecah. Don't you think about them? :wink:",10:13:17 PM,"Tuesday, March 23, 2021"
117,hery,dah gak percaya ginian. sono ijo tebel kita gini2 aja :sweat:,10:09:27 PM,"Tuesday, March 23, 2021"
118,Yosua H,Saya baru masuk SAME hari ini wkwkwk besok masih bisa cuan :heart:,10:07:16 PM,"Tuesday, March 23, 2021"
119,Benhan,Propaganda itu mengulang hal yg sama berkali2 sehingga orang awam tak bisa lagi membedakan antara rumor dan fakta. Marilah kita hindari propaganda. Kasihan kalau ada yg jadi korban. :pray:,10:00:12 PM,"Tuesday, March 23, 2021"
120,Benhan,"Will all due respect buat sales SAME @RuiAuxilia , buat Traders cut loss selalu lebih baik daripada average down saat price arahnya down trend. Jadi teman2 newbie jangan ragu untuk cutloss kalau sinyal distribusi sudah jelas. Lebih baik cutloss saat rugi baru sedikit (5-10%), nanti beli di bawah potensi cuan lebih banyak. Apalagi modal kita bukan unlimited.
Kadang kita tidak sadar juga kalau pompom kita yg setengah bercanda setengah serius dampaknya apa buat Traders Newbie yg belum ngerti TA. Jadi saran saya sih sebaiknya dikurangi posting bernada pom2. Ingat kan kita di sini mau belajar bukan mau bikin gerombolan bebek yg jalan berbaris... :grin:
Apalagi harga SAME seperti share analisa beberapa rekan yg berbaik hati di sini penurunannya hari ini disertai dg volume yg signifikan. Patut waspada. Pak Guru juga berbagi chart sekaligus warning dg indikator super AO.
No offense ya hanya saran saja:v:",9:56:20 PM,"Tuesday, March 23, 2021"
121,Rui :rocket::rocket::rocket: Sales SAME,"Halo kak Mozes, pa kabar :pray:🏽:smile:

SL selalu siap siaga menemani kak, thank you remindernya

Amin kalau bisa buat ATH yang baru :pray:🏽:pray:🏽:smile:

Saidatul 🤣🤣",9:41:33 PM,"Tuesday, March 23, 2021"
122,mr zai,$KOTA,9:28:36 PM,"Tuesday, March 23, 2021"
123,Diana ajaaa:rocket::rocket::rocket:,Ikutan ahh pake :rocket::rocket::rocket:,9:15:48 PM,"Tuesday, March 23, 2021"
124,nathan,dow ijo tebel,9:10:05 PM,"Tuesday, March 23, 2021"
125,Jose,"Msh main kgk?, Hahahaha bgs juga sih bikin PHP, tapi yg loncat dikuatirkan nambah",9:07:57 PM,"Tuesday, March 23, 2021"
126,Van BS,Trimakasih pak insightnya,8:55:44 PM,"Tuesday, March 23, 2021"
127,Eko Bawono,"Sy ga trlalu paham broadening. Tp kl melihat proyeksi polanya, bisa sj spt itu pak. Mungkin ada yg lihat HnS (muncul lg yg sempat heboh kpn hari)",8:53:53 PM,"Tuesday, March 23, 2021"
128,Tejo Arum,Teruskan kak rui SAME nya saya belajar dari belakang latar soalnya saya mau nanya gak tau apa yg saya mau tanyakan....angkatan korona soalnya:cry::cry::cry::cry::cry::cry:,8:52:51 PM,"Tuesday, March 23, 2021"
129,Nanang Eko,Tanda² buat besok ci haka same & cent:joy:,8:44:56 PM,"Tuesday, March 23, 2021"
130,Rizkyanta Sembiring,aman gk ada gap,8:44:30 PM,"Tuesday, March 23, 2021"
131,Diana ajaaa:rocket::rocket::rocket:,"Gak berisik cici:pray::pray: justru Cici menularkan semangat belajar:pray:
Karna Cici selalu bilang sesuaikan trading plan masing"":pray:

Yg bilang berisik..mungkin baru join,gak punya barang, ketinggalan ikut RI Same:pray:


Ntar same udh 1000 br pada ty,masih bisa masuk gak ?

Persis waktu agro :joy:",8:12:25 PM,"Tuesday, March 23, 2021"
132,Fajar Oktavaria,Dan itu artinya auto rotatenya mati atau view monitornya kebalik,8:10:41 PM,"Tuesday, March 23, 2021"
133,Satimin Sejati,Klo ke kiri lihat layarnya terbalik...,8:09:49 PM,"Tuesday, March 23, 2021"
134,Fajar Oktavaria,Prediksi saya besok cent ke kanan aja :joy:,8:09:19 PM,"Tuesday, March 23, 2021"
135,wika,klo turun 7% sdh bs dpastikan arb ya pak :sweat_smile:,8:07:50 PM,"Tuesday, March 23, 2021"
136,Satimin Sejati,"Hahaha...masih bisa ditebak om.
Klo saya prediksinya besok klo CENT naik 25%. Sudah bisa dipastikan ARA",8:05:36 PM,"Tuesday, March 23, 2021"
137,Mozes Limawidjaja,"Wah.... cici cantik Rui, rupa nya ada disini..... kangeeeeennnn.....

SAME dipasang SL nya ya cii....

Rally naik SAME dasyat dari 44 sampai 508

Moga moga SAME bisa buat ATH yang baru ya cici yg baik hati....",7:47:53 PM,"Tuesday, March 23, 2021"
138,Fajar Oktavaria,"Jangan, kasian yang liat
pencemaran penglihatan ini namanya",7:33:02 PM,"Tuesday, March 23, 2021"
139,Satimin Sejati,"Pasti di dalam kamar. 

Ga ada keterangannya lari dimana.

Wkwkwkwk",7:32:48 PM,"Tuesday, March 23, 2021"
140,Gue Keren,"Baca: ""saya mau TP sekalian mark down, tolong ritel di haka besok ya""

Ini nih tanda2 bearish lanjutan, news bagus udh mulai dikeluarin memicu optimisme pasar di tengah2 transisi trend. *klo besok IHSG hijau, saya lari telanjang.",7:27:58 PM,"Tuesday, March 23, 2021"
141,Aho Lie,Klo balik lg bisa ASEM:grinning::grinning::grinning::pray::pray::pray::pray::pray:,7:20:41 PM,"Tuesday, March 23, 2021"
142,Dimas Prakoso,"Dmmx daily,Kurang lebih seperti ini yg dikatakan hu billy td,masih potensi dotop.. Kalau jebol 372 htf nya gagal tp blm tentu jg gagal htf saham tsb gbs naik.. :pray:",7:09:31 PM,"Tuesday, March 23, 2021"
143,Aliong,"Fun fact :

Tahukah anda kalau SAME itu dibalik menjadi EMAS

#dahgituajasi


Yg aus yg aus akua mijon sampeyan 🍾",7:00:01 PM,"Tuesday, March 23, 2021"
144,Ed Suwu,"Macd  kadang saya pakai dgn cara/kaidah yg sama dengan AO. Hanya memang macd lebih leading signalnya drpd AO. Dlm hal same coba perhatikan macd bar sebagai pengganti hostogram AO. 

Utk tau lebih dalam bnyk ttg Awesome oscillator ini bisa googling aja",6:58:40 PM,"Tuesday, March 23, 2021"
145,Parlin Hutapea,Tidak semua merah itu distribusi. Coba dalamin lagi esensi double top itu,6:50:19 PM,"Tuesday, March 23, 2021"
146,Fajar Oktavaria,"naik itu ga perlu htf, masih ada pola lain, alasan lain, sentimen lain *maniac htf ga bagus ini belum confirm sudah main haka aja :see_no_evil:",6:48:21 PM,"Tuesday, March 23, 2021"
147,Jafar Sim,"Woke arah pembicaraan grup uda balik positif lagi, wah senangnya :blush: yukss belajar bareng bareng :pray: sekarang saatnya saya kerja yg ga jelas dulu 🤣🤣🤣 ps. Akan lebih seru kalau kokoh MY the living legend duet maut dengan suhu @JuthaBram jadi mentor disini, wihhh membernya bisa ATH terus nanti, lets see where is kokoh living legend :smile:",6:48:14 PM,"Tuesday, March 23, 2021"
148,Rui :rocket::rocket::rocket: Sales SAME,Yuk diam2 aj kita ngantrinya dah ... dibilang berisik nanti SAME terus ... 🤨,6:47:42 PM,"Tuesday, March 23, 2021"
149,Billy :rocket::rocket::rocket:,Ga perlu HTF untuk naik.. Klo base nya tembus ya naik juga :rocket::grin:,6:45:57 PM,"Tuesday, March 23, 2021"
150,Jafar Sim,"Tadi uda shopping cent pak? :eyes::eyes: hu Billy 🚀🚀🚀  siapp pantau, tadinya feeling saya mau masuk lagi di 378 :smile:",6:45:03 PM,"Tuesday, March 23, 2021"
151,Bow,Bahas SAME tahun depan lagi aja nih.. Pas udah 1000an.. :stuck_out_tongue_closed_eyes::stuck_out_tongue_closed_eyes:,6:44:54 PM,"Tuesday, March 23, 2021"
152,Purwanto S Prawira,Bisa batal HTF nya Hu.. bubar jalan,6:44:37 PM,"Tuesday, March 23, 2021"
153,Aho Lie,Saya tetep Cent kiri ato kanan:grinning::grinning:,6:43:12 PM,"Tuesday, March 23, 2021"
154,Rui :rocket::rocket::rocket: Sales SAME,"Wah terimakasih contoh kasusnya pak :book:✍🏽✍🏽  saya tidak pernah pakai AO soalnya :pray:🏽:pray:🏽:smile:

@wealth88 curi start nanti kalau kesandung malah jatuh kak :laughing::laughing:",6:42:43 PM,"Tuesday, March 23, 2021"
155,Billy :rocket::rocket::rocket:,Dmmx menarik weekly nya karena lg bikin base. Tp daily nya potensi double top,6:41:11 PM,"Tuesday, March 23, 2021"
156,David,Buat scalping,6:41:04 PM,"Tuesday, March 23, 2021"
157,David,Hrumm menarikkk,6:40:03 PM,"Tuesday, March 23, 2021"
158,Rinew Ibrahim,"Kayanya nggak:joy::joy::see_no_evil::see_no_evil:

Pas market kita open DJIF merah dulu, klo market tutup baru ijo lagi:joy::joy::joy:",6:39:42 PM,"Tuesday, March 23, 2021"
