,User,Pesan,Jam,Tanggal
357,AAN,Ci @RuiAuxilia haka SAME pakai RX barusan,2:30:09 PM,"Tuesday, March 23, 2021"
358,Aho Lie,Cent jg nolak:pray::pray::pray:,2:30:05 PM,"Tuesday, March 23, 2021"
359,Wibowo Soedjono,ada perlawanan bung #SameMenolakARB,2:29:43 PM,"Tuesday, March 23, 2021"
360,Andre Salim,yang same yang same,2:29:41 PM,"Tuesday, March 23, 2021"
361,Heru Cahyana,Sameeeeeee,2:29:29 PM,"Tuesday, March 23, 2021"
362,Bagus P,137 ya? Tjakep nih. Oles margarin haka SAME sampe njedog,2:29:25 PM,"Tuesday, March 23, 2021"
363,𝖋𝖗𝖎𝖊𝖓𝖉𝖞 𝖆𝖏𝖎,same prank bandarnya,2:29:25 PM,"Tuesday, March 23, 2021"
364,Jay Jay,ga sekalian  balik ke harga TO?,2:28:55 PM,"Tuesday, March 23, 2021"
365,Faliq H,308 aja balik ke harga Right Issuenya ehehehe,2:28:29 PM,"Tuesday, March 23, 2021"
366,Oki Oce,same gimana ci serok gak ci rui,2:27:54 PM,"Tuesday, March 23, 2021"
367,aMe,"Klo mikirnya CL, emang bikin sakit hati... tapi coba tanamkan ke mindset, klo lg amankan Modal.",2:27:35 PM,"Tuesday, March 23, 2021"
368,Erich,doid jebol 440 :laughing::laughing::laughing: lemah zp,2:27:13 PM,"Tuesday, March 23, 2021"
369,JSugiarto,Ikan ini yg jalesveva jayamahe :muscle:,2:27:05 PM,"Tuesday, March 23, 2021"
370,rahmad,kalo ada saham ijo di tengah badai apa artinya dijaga BD harganya pak?,2:26:48 PM,"Tuesday, March 23, 2021"
371,rigeladitya,menyakitkan itu sudah pasang TS SAME tapi ga kena..,2:25:42 PM,"Tuesday, March 23, 2021"
372,Jose,haka same ci?,2:25:40 PM,"Tuesday, March 23, 2021"
373,41056 (Rizki Putra Perdana),cutloss bbkp loss 14%... :cry:,2:24:40 PM,"Tuesday, March 23, 2021"
374,Faliq H,"mantap SAME, 400 yuk yuk",2:24:37 PM,"Tuesday, March 23, 2021"
375,Ardi,ajegile lord MG buang same segitunya :sweat:,2:24:10 PM,"Tuesday, March 23, 2021"
376,Jutha Bram,"Diforecast, saya bilang 24 Maret akan jd swing low, dan itulah low trakhir yg kita lihat, dan kita harapkan 26 maret ada perlawanan.

But, market always right, tyt blm ada perlawanan.

Bearish influence msh besar.
Kl bgini, mending raise cash dan wait n see",2:24:02 PM,"Tuesday, March 23, 2021"
377,Puspita Wardani,Pancingan SAME nya match :grin:,2:23:54 PM,"Tuesday, March 23, 2021"
378,Hendro Masori,Hayoo mana trading plan nya,2:23:50 PM,"Tuesday, March 23, 2021"
379,Wibowo Soedjono,CENT nya jg arb 🤣,2:23:45 PM,"Tuesday, March 23, 2021"
380,Hendro Masori,Hahahaha,2:23:38 PM,"Tuesday, March 23, 2021"
381,dannys setyadi,yihaaaa SAME...,2:23:08 PM,"Tuesday, March 23, 2021"
382,Tommy Hermes,Tolong SAME,2:23:00 PM,"Tuesday, March 23, 2021"
383,Puspita Wardani,SAME nya ARB,2:22:53 PM,"Tuesday, March 23, 2021"
384,nathan,same arb mg buang barang,2:22:52 PM,"Tuesday, March 23, 2021"
385,Firdaus,Wadaw arb Same,2:22:39 PM,"Tuesday, March 23, 2021"
386,Gue Keren,"Klo om backtest BRPT ngeri2 sedap, averaging barang sendiri aja di hajar. Avg 1000an di bawa turun sampe 600. Klo BBKP blm ada record chart buruk sejak bullish meskipun chart skrg jg krg bgs wkwk. Klo saya hrs pilih 1, saya pilih CL BRPT. DYOR",2:22:17 PM,"Tuesday, March 23, 2021"
387,Jutha Bram,"Pokoknya tangan iket dulu, jangan gatal beli. Biarkan market maker memarkdown saham2 dgn tenang. Ntar kita belinya nanti kl sdh diskon gede semua",2:21:10 PM,"Tuesday, March 23, 2021"
388,Jafar Sim,"Liat grafik ihsg awal gap down dan sudah dibawah 6167 = masuk danger zone, better watch out :pray:",2:20:27 PM,"Tuesday, March 23, 2021"
389,Cun Liong Kwok,Oh... bagusan BBKP kah ? Ada info katanya mau turun lagi ? Hehe,2:20:00 PM,"Tuesday, March 23, 2021"
390,Hendro Masori,Bibir pecah2...,2:19:35 PM,"Tuesday, March 23, 2021"
391,Ratih Estiani,Awas truk kena banting,2:19:30 PM,"Tuesday, March 23, 2021"
392,Gue Keren,Eh salah mksd saya CL BRPT,2:19:11 PM,"Tuesday, March 23, 2021"
393,Nanang Farid,Truk naik,2:18:53 PM,"Tuesday, March 23, 2021"
394,Cun Liong Kwok,Berarti mending buang BBKP yah....,2:18:39 PM,"Tuesday, March 23, 2021"
395,Gue Keren,BRPT,2:18:08 PM,"Tuesday, March 23, 2021"
396,Tommy Hermes,BRPT,2:17:46 PM,"Tuesday, March 23, 2021"
397,Cayman,Bener nih kyk pas samee,2:16:46 PM,"Tuesday, March 23, 2021"
398,Cun Liong Kwok,Oms... ada masukan mendingan hold antara BRPT vs BBKP ? *mau CL salah satu.... :sweat_smile::sweat_smile:,2:16:29 PM,"Tuesday, March 23, 2021"
399,Gue Keren,"Klo udh main tuker2an gini ngeri sih, bbrp hari ke depan biasanya tiap awal sesi bakal di hajar biar ritel pada berlomba CL sampe harga turun sesuai target market maker wkkwkw. Perang psikologis bbrp hari ke depannya. CMIIW",2:15:57 PM,"Tuesday, March 23, 2021"
400,Aho Lie,Klo beli turun tp dgn plan yg tepat justru kesemptan,2:14:50 PM,"Tuesday, March 23, 2021"
401,Dharma,"Dejavu maret 2020 ?

Yg megang cash",2:14:50 PM,"Tuesday, March 23, 2021"
402,Aliong,"Cuma pas market begini liatin dah itu yg punya agenda mau ri atau apapun, si bdnya jagain barangnya apa ga, kesempatan serok si ini sebenernya",2:14:30 PM,"Tuesday, March 23, 2021"
403,Jay Jay,"ERAA = Erajaya.
IJOO = IraJOYO",2:14:05 PM,"Tuesday, March 23, 2021"
404,Aliong,"Nah ini, market turunnya ga pake volume ya om",2:10:32 PM,"Tuesday, March 23, 2021"
405,Chai Lie,"Klo gt hrs optimis, hbs crash pasti bullish pol polan kyk thn kmrn :stuck_out_tongue_winking_eye:",2:10:26 PM,"Tuesday, March 23, 2021"
406,Gue Keren,"Dari bbrp saham yg saya liat konfirm ini, tuker2an aja buat markdown lol. Ngeri",2:10:21 PM,"Tuesday, March 23, 2021"
407,ARB (AbuRizal Bakrie),"Di Indonesia tgl 21 Maret konfirmasi positif covid 2 orang, tgl 24 Maret kantor2 mulai PSBB dan Jalanan sepi, banyak penjagaan di perbatasan... HUT COVID-19 yang ke 1 tahun :joy:",2:09:55 PM,"Tuesday, March 23, 2021"
408,Erich,ERAA saat market m.ERRA.h malah ijo..ganti nama jadi IJOO ajaaaa,2:09:02 PM,"Tuesday, March 23, 2021"
409,✓,Seluruh dunia merah market nya.,2:08:09 PM,"Tuesday, March 23, 2021"
410,Fajar Oktavaria,centnya hati hati kak rui @RuiAuxilia,2:08:04 PM,"Tuesday, March 23, 2021"
411,Jafar Sim,"Saya angkat tAngan, cut loss dmmx 414 better out from field :pray:  nanti coba liat sikon lagi besok, pola htf sebenarnya masih aman, batasnya 372",2:07:27 PM,"Tuesday, March 23, 2021"
412,Jutha Bram,"Iya bener.
Ada tercium permainan markdown dr big players",2:06:10 PM,"Tuesday, March 23, 2021"
413,Tommy Hermes,"SAME ini angka 444nya cantik dan kuat ya, mungkin bandarnya juga suka angka cantik",2:05:22 PM,"Tuesday, March 23, 2021"
414,Del,mudah2an ga ada temen2 yang sangkut cent di atas,1:53:30 PM,"Tuesday, March 23, 2021"
415,Tommy Hermes,Hore kejemput lagi SAME,1:52:03 PM,"Tuesday, March 23, 2021"
416,Aho Lie,Ada aksi kah:pray:,1:51:37 PM,"Tuesday, March 23, 2021"
417,Jafar Sim,"Kalau tidak dengan pola saham yg kuat atau fundamental saham yg kuat, sebaiknya jangan trading dulu, sepertinya akan cukup seru soalnya :pray::pray::pray:",1:50:43 PM,"Tuesday, March 23, 2021"
418,Fajar Oktavaria,yang megang Cons sekarang lagi dipacu jantungnya jebol demand makin kebawah,1:50:43 PM,"Tuesday, March 23, 2021"
419,Mic,Yg beli opms tgl 17 maret 2021 congrats,1:50:18 PM,"Tuesday, March 23, 2021"
420,Dimas Prakoso,Diganjel trus :joy:,1:48:27 PM,"Tuesday, March 23, 2021"
421,Fajar Oktavaria,kalo sudah tidak tenang istirahat trading dulu aja,1:47:44 PM,"Tuesday, March 23, 2021"
422,Kang Ngomel,Porto merah semua tapi belum jebol stoploss 🤣🤣🤣 kalau besok dan lusa merah lagi mending pindah ke RDPU 🤣🤣 psikologi sdh tidak tenang :sweat_smile:,1:46:35 PM,"Tuesday, March 23, 2021"
423,Erich,420 uda lumayan kl dapat,1:43:34 PM,"Tuesday, March 23, 2021"
424,Erich,gilee ZP niat ya jagain si doid :sweat_smile::sweat_smile::sweat_smile:,1:41:56 PM,"Tuesday, March 23, 2021"
425,Jutha Bram,"In big trend,emang lg bullish cycle bu.
Tetapi bbrp hari kedepan akan ada turbulensi besar.
Sampai 5 april baru ada perbaikan",1:40:15 PM,"Tuesday, March 23, 2021"
426,as s,support udah pada jebol semua :joy:,1:39:54 PM,"Tuesday, March 23, 2021"
427,Chai Lie,"Porto lg full, merah semua, tp tetap optimis bahwa market akan bullish lagi sesuai insight dari pak jutha bram :pray:",1:36:04 PM,"Tuesday, March 23, 2021"
428,Billy :rocket::rocket::rocket:,:rocket::rocket::rocket: beda lagi kalau ada emot itu ya om,1:33:52 PM,"Tuesday, March 23, 2021"
429,Aho Lie,Klo untung cent sukses kita planning :pray::pray:,1:31:38 PM,"Tuesday, March 23, 2021"
430,Ronny,"Ya banyak baca berita jadi bisa hubungkan korelasi pak.
Seperti lockdown di eropa, ini kan sudah kesekian kali lockdown. Seperti di germany hard lockdown 5 hari supaya kasus turun. Strategi di eropa dari awal covid kan memang begitu, lockdown lepas lockdown lepas. Setiap kali dilakukan ya paling turun sedikit trus naik lagi bursa sana. Pengaruh kesini terbatas.

China america, bersitegang kalo dibandingin sama masa trump ya jauh banget ketegangannya.

Jadi narasi2 sangat mudah dibuat utk mengarahkan emosi pembaca. Kebetulan saya juga hobby nulis :grin:
Esensinya yg penting, cara nulisnya bisa dibuat positif ato negatif tergantung penulis.",1:30:55 PM,"Tuesday, March 23, 2021"
431,Mic,Ikan gurame asam manis enak pak,1:30:14 PM,"Tuesday, March 23, 2021"
432,Aho Lie,Misd ikan bawal apa kwe:grinning::grinning:,1:29:51 PM,"Tuesday, March 23, 2021"
433,Mic,Ikan harus cepat masuk cepat keluar kalau gak jadi ikan sambal pak,1:27:37 PM,"Tuesday, March 23, 2021"
434,Jutha Bram,"For this moment. Better raise cash.

Tahan nafsu belanja, jangan ukur dalamnya lautan...

Tunggu ada konfirmasi smart money masuk. Utk saat ini, blm ada pembelian yg massive, dan pergerakan akan sangat turbulensi.

Better lose chance than lose your hard earned money",1:26:39 PM,"Tuesday, March 23, 2021"
435,Tika,"Ini ketauan CL kasih nama singkatan begitu
Coba yang cuan pasti ngasi nama INTAN (Inco Tin Antam)
Saya belain bandar, semoga dikasih cuan lagi, walo CL juga di Antam hehe",1:24:54 PM,"Tuesday, March 23, 2021"
436,SteVe,"IHSG Sesi I Melemah, Saham IKAN, AMAR, DNAR, ZBRA dan MCOR Paling Untung  http://brt.st/77M9",1:24:25 PM,"Tuesday, March 23, 2021"
437,Hen,"Pak Rony izin bertanya , cara bedakan berita tebar fear atau psanan bndar , ada analisa tertentu kah ? Mohon jgn dibuly . Newbie :pray::pray:",1:22:56 PM,"Tuesday, March 23, 2021"
438,Tama,wakakakak pas baca ngebayangin nada2 kesel,1:13:58 PM,"Tuesday, March 23, 2021"
439,Hen,"Waspada! 

1. Lock down Eropa
2. Investor meninggalkan bursa saham dan beralih ke obligasi pemerintah
3. China-Amerika dan sekutunya lagi bersitegang( bisa jadi pemicu perang dagang)

Corona Makin Gawat, China & Negara Barat Malah Main 'Silat'
https://www.cnbcindonesia.com/market/20210324021059-17-232362/corona-makin-gawat-china-negara-barat-malah-main-silat",1:12:33 PM,"Tuesday, March 23, 2021"
440,Eru Yagami,Icbp bagus,1:10:04 PM,"Tuesday, March 23, 2021"
441,Daniel Bong,Iya ini singkatan dr group sebelah..disini jadi panas:joy::joy::joy:,12:59:24 PM,"Tuesday, March 23, 2021"
442,Fajar Oktavaria,simpel aja karna ga semua orang tau singkatan atuh om dan juga semua orang itu ga sama :joy:,12:55:45 PM,"Tuesday, March 23, 2021"
443,Daniel Bong,Group sebelah santai saja kenapa disini jadi heboh:grin::grin:,12:55:19 PM,"Tuesday, March 23, 2021"
444,Fajar Oktavaria,"pakai margin itu bukan berarti nekat kok, yang nekat itu pakai margin untuk sejenis bumi dkk :see_no_evil::see_no_evil:",12:53:40 PM,"Tuesday, March 23, 2021"
445,Aho Lie,Justru moment sekrg pakde klo udh bagus market ada kesemptan bgs pakai:pray::pray::pray:,12:53:34 PM,"Tuesday, March 23, 2021"
446,Rizal Akhmad,"Itu singkatan kali om
Tins
Antm
Inco",12:52:17 PM,"Tuesday, March 23, 2021"
447,Fajar Oktavaria,mungkin untuk scalping or one day trading pakde :smile:,12:50:59 PM,"Tuesday, March 23, 2021"
448,Aho Lie,Pakde pakai uang sendr yg nganggur aja deg2 ser berani pki margin sungguh nekad:pray::pray::pray:,12:50:05 PM,"Tuesday, March 23, 2021"
449,Mas Bro,Full margin td pagi pas mainan bedak :joy::joy: mayan porto naik 6% :mask:,12:49:08 PM,"Tuesday, March 23, 2021"
450,Hendro Masori,Responden polling hampir 400. Ada 15% masih pake margin. Banyak juga...,12:46:37 PM,"Tuesday, March 23, 2021"
451,Kaanz✓,"Iya pakde saya justru kemarin malah belajar chartnya dulu garis"" sedangkan tentng OLT malah belum:see_no_evil:",12:46:29 PM,"Tuesday, March 23, 2021"
452,Hendro Masori,Biasanya saya langsung ban,12:45:06 PM,"Tuesday, March 23, 2021"
453,Hendro Masori,Ini apa?,12:44:39 PM,"Tuesday, March 23, 2021"
454,Fajar Oktavaria,tapi ada olt yang ngasih tau berapa batas maksimal beli dengan cash sehingga kalo melebihi itu maka terpakai lah margin,12:43:12 PM,"Tuesday, March 23, 2021"
455,Charles Prop,"logicnya aja pak. kalau demand banyak ga akan ada yg namanya cut supply berkali2

kalau mau lebih detail lihat revenue aramco saja",12:40:55 PM,"Tuesday, March 23, 2021"
456,Hendro Masori,:grin:,12:40:39 PM,"Tuesday, March 23, 2021"
457,Jay Jay,tau dari mana pak demandnya ga ada? ada link beritanya kah?,12:40:26 PM,"Tuesday, March 23, 2021"
458,Dior,PP bapak sma comment bapak ga sinkron.,12:39:06 PM,"Tuesday, March 23, 2021"
459,Fajar Oktavaria,"ada pasti, yang beda biasanya perbandingan margin yang bisa di pakai aja kayanya @kaanz_id",12:39:04 PM,"Tuesday, March 23, 2021"
460,Vincent,"Maklum pakde, market lg merah dalem. Emosinya kemana mana 🤣🤣🤣",12:38:37 PM,"Tuesday, March 23, 2021"
461,Fajar Oktavaria,"ga perlu liat margin,kalo cash/uang anda kurang berarti terpakai lah margin/hutang *ini basic banget loh",12:35:37 PM,"Tuesday, March 23, 2021"
462,Daniel Bong,Tai ..tin ANTM inco.   SDH lewat sengatannya..,12:35:21 PM,"Tuesday, March 23, 2021"
463,Aliong,"Biasanya kalo margin udah kepake, posisi cash tu jd minus om, minusnya brp ya itu dana margin yg kepake",12:33:40 PM,"Tuesday, March 23, 2021"
464,Aliong,"Pakai margin itu bagian strategi si, tapi ini margin ya bukan t-plus, asal udah hapal aja saham favorit tipe mainnya gmn, yg riskan ya kalo trading one shot one kill apalagi beli iseng doang krn tangan gatell, kalo masih beli cicil bolehlah sesuain aja",12:32:27 PM,"Tuesday, March 23, 2021"
465,Jay Jay,kembali ke realita,12:31:33 PM,"Tuesday, March 23, 2021"
466,Hendro Masori,Cari tau dulu Mas. Ini sangat basic,12:30:44 PM,"Tuesday, March 23, 2021"
467,Kaanz✓,"Soalnya ga pernah lihat margarin nya pak de, kan rencana mau ganti OLT, takutnya nanti kepake, indikator nya yang margin 100% itu kan ya pakde? Berarti kalo berkurang artinya marginnya kepakai?",12:29:20 PM,"Tuesday, March 23, 2021"
468,Abdi,"Nggak nyangka, kondisi market begini masih ada yg pakai margin :joy:",12:27:47 PM,"Tuesday, March 23, 2021"
469,Charles Prop,"fear dan pump itu wajar pak di dunia bursa. jgnkan dunia bursa pak. dunia dagang real aja banyak fearnya kok. tetangga sebelah yg sirik, belum lagi yg ngirim pake dukun:joy::joy::joy:

kalau ada yg marah kena fear itu tandanya dia ga yakin sama saham yg dibelinya.

property taun 2012-2015 itu di pump sangat kencang loh. apartemen aja naik bisa ratusan persen.",12:25:38 PM,"Tuesday, March 23, 2021"
470,Billy :rocket::rocket::rocket:,udh hilang momentum plus org mulai takut sama kenaikan suku bunga di US..walaupun mereka blg ga akan tp dibahas di forum2 luar klo The fed sendiri skrg lg bingung ...wkwkw  tp ya yowes trading kan prepare for the worst is a part of that..so klo waktu nya CL ya cl.nanti cari lg setup bagus harga bagus dan nama bagus.,12:25:24 PM,"Tuesday, March 23, 2021"
471,Rui :rocket::rocket::rocket: Sales SAME,"🤔🤔 Jadi sentimennya rata2 bearish ya... Menurut Koh Billy sendiri penyebabnya apa? Tp mmg bener sih, ada good news jg seperti tidak ada efek ya...",12:23:37 PM,"Tuesday, March 23, 2021"
472,Billy :rocket::rocket::rocket:,"Iya tp bisa jadi cuma DcB..karena bursa asia yg major udh pada break down..cek HSI Nikkei deh..plus di U.S juga..momentumnya udh lemah buat naik..butuh asupan katalis...tp saat ini yg terjadi good news is a bad news, bad news is the worst news",12:19:52 PM,"Tuesday, March 23, 2021"
473,Erich,coba test arb ga ya... DMMX DMMX DMMX DMMX :sweat_smile:,12:15:46 PM,"Tuesday, March 23, 2021"
474,Rui :rocket::rocket::rocket: Sales SAME,"Kalau yang mau kritis sih seharusnya sudah ngeh waktu nyentuh ATH itu sudah waspada akan koreksi dan prepare plannya, karena melihat history chartnya itu di area harga sekarang ini pernah sideways puanjanggggggg ....",12:08:10 PM,"Tuesday, March 23, 2021"
475,Fajar Oktavaria,"sementara kalo koreksi dalam kayanya terdekatnya angka psikologis dulu 400, kejauhan 300 :see_no_evil:",12:07:02 PM,"Tuesday, March 23, 2021"
476,Kaanz✓,"Kalo menurut saya sih ini koreksi wajar aja, same 2 minggu udah dikasih ijo:joy:",12:03:47 PM,"Tuesday, March 23, 2021"
477,Rui :rocket::rocket::rocket: Sales SAME,"Oh 400 masi make sense sih (dan saya ngarep juga :smile::smile:) ... so far saya lihat masi wajar koreksinya, ga anjlok beruntun seperti ANTM AGRO BRIS INAF KAEF waktu itu gegara forced sell",12:02:21 PM,"Tuesday, March 23, 2021"
478,Hendra Choo,"kalo saya liatnya d 400, trus euforia utk saham ini d minggu lalu terlalu tinggi. di liat chartnya jg ada d area resis jadi kemungkinan koreksi memang wajar",12:00:31 PM,"Tuesday, March 23, 2021"
479,Aho Lie,Ia ci jgn cinta buta:pray::pray::pray:,11:58:48 AM,"Tuesday, March 23, 2021"
480,Rui :rocket::rocket::rocket: Sales SAME,"Nah ini bagus, yang penting belajar dari kesalahan :+1:🏽:+1:🏽 

@HENDRACHOO level awal maksudnya 300? 🤔  saya memang bias karena punya barang dan salesnya juga 🤣, tapi menurut saya tidak akan kesana karena nanti chartnya akan jadi jelek .... dan untuk menaikkan harga, partisipasi ritel itu perlu ... mari kita lihat nanti :smile::smile:

INGA INGA! Trading plan jangan lupa, CL is your friend :+1:🏽:smile:",11:57:22 AM,"Tuesday, March 23, 2021"
481,Kaanz✓,"Hahaha bener pak, saya juga masih blom bisa ngontrol emosional harusnya kemarin bisa take profit setengah:grin::smile:, tapi gpp lah lebih baik salah duluan dari pada ga pernah salah:joy:, buat pembelajaran kedepan aja:sweat_smile:",11:48:59 AM,"Tuesday, March 23, 2021"
482,Muhammad Farhan Adhantyo,Mantap INPC merokeet kebawah:rocket::rocket: jangan sampe ketinggalan,11:45:26 AM,"Tuesday, March 23, 2021"
483,Kaanz✓,"Emng susah buat ngatur greedy, kemaren udah cuan di same gara"" tamak ga mau Tp dulu akhirnya kena cutlos:joy:, gpp nanti bisa serok bawah lagi🤣🤣",11:44:54 AM,"Tuesday, March 23, 2021"
484,Hendra Choo,"jgn sering2 d sebut nama saham d group, gampang rontok, kecuali memang mau serok d bwh :joy::joy::joy:. kemarin udh kebukti ER**.",11:39:30 AM,"Tuesday, March 23, 2021"
485,Rui :rocket::rocket::rocket: Sales SAME,"kl 430 besok mungkin kak ... kl hari ini masi rontok :smile::smile:

Fajar Oktavaria benar 432 batas ARB SAME hari ini",11:37:34 AM,"Tuesday, March 23, 2021"
486,Fajar Oktavaria,Bukannya batasnya di 432 ya ? Apa saya yang salah liat :see_no_evil:,11:35:39 AM,"Tuesday, March 23, 2021"
487,Mic,Mcor 🦴🦴🦴,11:31:03 AM,"Tuesday, March 23, 2021"
488,SEN JEAN SEN JEAN,mcor terbang,11:30:09 AM,"Tuesday, March 23, 2021"
489,Rui :rocket::rocket::rocket: Sales SAME,SAME SAME na hey hey HAKA HAKA hey hey!! :dancer:🏽:dancer:🏽:dancer:🏽:laughing:,11:29:48 AM,"Tuesday, March 23, 2021"
490,Bow,yang SAME yang SAME.. masih discount.. bisa antri bisa langsung HAKA.. dipilih dipilih...,11:27:37 AM,"Tuesday, March 23, 2021"
491,Erich,arto nya pak buk...,11:25:57 AM,"Tuesday, March 23, 2021"
492,SteVe,Mcorr ngegasssss,11:25:11 AM,"Tuesday, March 23, 2021"
493,Elon Mas,BEKS bisa beli untuk simpan berapa lama? 1 minggu?,11:23:56 AM,"Tuesday, March 23, 2021"
494,Rui :rocket::rocket::rocket: Sales SAME,"Oh mengenai FREN kemungkinan RSS ... baik, saya pikir tadi bahas BEKS .... kalau FREN sendiri saya belum terlalu dalam mempelajari :pray:🏽",11:22:10 AM,"Tuesday, March 23, 2021"
495,as s,"hold, bid nya lebih tebel",11:21:01 AM,"Tuesday, March 23, 2021"
496,Jay Jay,ya berarti skenario fren rss dulu ri kan ga ada. krn rupslb hanya menyetujui ri,11:19:55 AM,"Tuesday, March 23, 2021"
497,Jay Jay,memang rupslbnya setuju rss dulu baru ri. mau ss aja harus rupslb. masa rss ga rupslb?,11:15:00 AM,"Tuesday, March 23, 2021"
498,Rui :rocket::rocket::rocket: Sales SAME,"BEKS kalau ga salah seperti itu kak, RSS dl baru setelah itu RI karena harganya terlalu rendah ga memenuhi ketentuan buat RI",11:14:39 AM,"Tuesday, March 23, 2021"
499,Henri88,yg RSS trus RI itu dulu di BEKS pak. nah kalo FREN / yg lain jg blm tau. masih cari2 tau hehe,11:14:30 AM,"Tuesday, March 23, 2021"
500,Suyanto SK,"Signal ACES, Big accumulation 1 day
Acc in 1 Day [42.79%]
Acc in 5 Day [-21.87%]
Acc in 10 Day [-21.95%]
LastPrice: 1550.0, Ch [-0.64%]
Broker: KZ,MS,CS
Avg Price: 1548, 1553, 1554
Acc Val: 5.85B",11:14:08 AM,"Tuesday, March 23, 2021"
501,ericko L,besok jebolin ya bapa ibu bandar nyentuh kepala 5 kalau boleh hari jumat :grin::grin::grin:,11:12:29 AM,"Tuesday, March 23, 2021"
502,Rui :rocket::rocket::rocket: Sales SAME,"Kalau sudah tahu ada kemungkinan itu, saya tipenya antisipasi, kalau memang mau ikut RInya FREN, ya saya siapkan trading plan dengan beberapa skenario",11:05:35 AM,"Tuesday, March 23, 2021"
503,Kaanz✓,"Antri SAME di 426:see_no_evil:, moga besok atau lusa kejemput🤣",11:05:01 AM,"Tuesday, March 23, 2021"
504,SteVe,Wow mcor:rocket::rocket::rocket:,11:04:07 AM,"Tuesday, March 23, 2021"
505,Henri88,nah. kalo BEKS reverse stock dulu baru kira2 seminggu kemudian RI. mungkin ga ya FREN RI dulu baru reverse. atau ada kemungkinan2 lain hehe,11:03:54 AM,"Tuesday, March 23, 2021"
506,OmJhon,BABP,11:03:11 AM,"Tuesday, March 23, 2021"
507,Aho Lie,Berarti ada hak warrant jadi tinggal di hitung dulu untung pa rugi:pray::pray:,11:02:50 AM,"Tuesday, March 23, 2021"
508,Aho Lie,Ok ci rui klo fren saya gsk tertarik udh pernh kena prank:grinning::grinning:,11:01:49 AM,"Tuesday, March 23, 2021"
509,Jay Jay,jadwal ri fren kapan?,10:59:13 AM,"Tuesday, March 23, 2021"
510,Raditbima,"Amar tuntas, siapa lanjut? DNAR?",10:58:19 AM,"Tuesday, March 23, 2021"
511,Ratih Estiani,"Mantab kali sales SAME nya skrg nambah yaa...jd senyum2 aja hold :joy::joy: , no panik2 club khusus SAME",10:57:58 AM,"Tuesday, March 23, 2021"
512,rigeladitya,"btw, saham yang turun dalem ikutin indeks sejak tiga hari kemarin itu saham apa ya? kayanya kebanyakan ga gerak deh meski indeks merah.",10:57:00 AM,"Tuesday, March 23, 2021"
513,Henri88,"hehe misal kaya RI nya FREN , harga RI di 120, skrg 80. kok aneh ya? haha
masih milih2 mau ikutan RI yg mana wkwkwk",10:56:29 AM,"Tuesday, March 23, 2021"
514,Rui :rocket::rocket::rocket: Sales SAME,"Paling dibilang pompom SAME buat guyur hari ini 🤣🤣🤣

@henri_88 belum ada kak, masi sabar menanti info selanjutnya ini ... kalau urusan harga RI jangan ditebak2 kak, ditunggu saja nanti pengumumannya",10:54:49 AM,"Tuesday, March 23, 2021"
515,Henri88,"CENT udah kluar blm sih Rationya  harga RI nya ci? di idx blm ada ya.
mungkin gak nti harga RI nya lebih gede dr harga pasar pas cum?",10:53:44 AM,"Tuesday, March 23, 2021"
516,Benhan,EMTK mesti sponsorin acara The Traders post Covid nanti,10:53:34 AM,"Tuesday, March 23, 2021"
517,Bow,"setelah kemarin ada yang bilang grup ini jualan jaket, ntar ada yg bilang grup ini jualan SAME.. :joy::joy:",10:51:54 AM,"Tuesday, March 23, 2021"
518,rigeladitya,"Berita SWF kemarin ini, tapi konstruksi ga ada yang gerak (setidaknya sampai jam segini). Karena dana SWF bukan cuma untuk pembangunan  ifnrastruktur. Ini Timur Tengah loh yang invest, ET sudah pernah sebut jauh-jauh hari kalau negara di Timur Tengah tertarik invest di sektor perbankan syariah, Dirut BIS sebut butuh dana, dan BIS bakalan RI.",10:51:35 AM,"Tuesday, March 23, 2021"
519,Billy :rocket::rocket::rocket:,"""pembuktian sama Deddy Corbuzier""

sama = same? Om Deddy haka same? Wow.. Nanti podcast Sama direktur nya? Mantap.. Haka.. Haka :rocket::rocket::rocket::rocket:",10:50:29 AM,"Tuesday, March 23, 2021"
520,Firdaus,"Pantes, market juga mengheningkan cipta ternyata wkwk",10:50:14 AM,"Tuesday, March 23, 2021"
521,Benhan,"Cari yg supportnya kuat, lihat chartnya. 
Kalau ragu dan milih nunggu juga gapapa. Risk reward sesuai standar sendiri",10:50:14 AM,"Tuesday, March 23, 2021"
522,Kang Ngomel,Hari ini memperingati 1 tahun yg lalu 24 maret 2020 market turun paling dalam di 2020 🤣🤣,10:49:45 AM,"Tuesday, March 23, 2021"
523,Rui :rocket::rocket::rocket: Sales SAME,"Ni Koh Billy lebih keras jualannya ... jadi Director of Salesnya SAME aj dah ni :joy::joy::joy:

Gapapa lah lebi bagus dari robot, nanti biar disuru pembuktian sama Deddy Corbuzier mayan lho, dapat 100 juta 🤣🤣🤣",10:48:40 AM,"Tuesday, March 23, 2021"
524,Billy :rocket::rocket::rocket:,Kalau kebanyakan v nya ntr ga pernah loss dimarket.. Kasian lah malu sama robot.. Robot aja loss Sekali2 🤣:see_no_evil::see_no_evil:,10:47:17 AM,"Tuesday, March 23, 2021"
