,User,Pesan,Jam,Tanggal
298,Rui,"Maaf ya kak, saya kurang setuju dengan pandangan anda dimana ini kesannya BEI dan emiten adalah 'musuh' ritel ... sudah jelas BEI menjelaskan untuk menghilangkan kode bandar itu karena sekarang ini banyak pola 'follower/herding' yang terjadi, dimana para ritel pemula pada ikutan bandar saja tanpa ada analisa jelas, dimana ujung2nya malah dimanfaatkan untuk 'menggoreng' saham. Broksum masi disediakan di periode penutupan buat analisa ko nantinya.

Emiten punya taktik juga bukan untuk 'menjatuhkan' ritel karena bagaimanapun juga mereka tetap butuh partisipasi ritel buat pergerakan harga dan likuiditas saham mereka sendiri ... trading saham itu bukan cuma sekedar 'ritel vs bandar' tapi ada banyak faktor bermain ... dengan oversimplifying how the trading works, cuma akan merugikan diri anda sendiri kedepannya 

Anda bilang Patrick Walujo akan menjual sahamnya krn sekarang harga sudah lebih tinggi dari harga dia beli di 168, jadi kita para ritel harus hati2 ... menurut saya ini anda menempatkan Patrick di posisi mindset ritel trader. Patrick Walujo itu sudah diakui sebagai investor pakar, tidaklah mungkin dia investasi di suatu saham perusahaan dan kemudian baru sebulan dan naik sedikit sudah dijual... dan kalaupun saham CENT turun juga belum tentu karena Patrick menjual miliknya, sekali lagi, ada banyak faktor yang mempengaruhi harga saham, oleh karena itu ritel yang cerdas adalah yang sudah siap dengan trading plan, tahu kapan masuk dan kapan keluar, bukannya sudah keluar lalu masuk lagi karena dengerin komen orang lain 🙃

Pardon my long rant ..... :pray:🏽",9:13:12 PM,"Monday, March 22, 2021"
299,Nanda99,Bursa lebih kejam dr ibukota awkwkwk,9:13:04 PM,"Monday, March 22, 2021"
300,Avianto,"Rasanya pemilik gak akan jual lah.. krn mrk masuk CENT krn memang utk investasi jangka panjang. Gak akan cuma naik 100% trus jual sahamnya. Lagipulan gak gampang jual milyaran lembar. 

Mrk memang sdg menciptakan environment bisnis digital ini. Setelah ARTO, skrg CENT. Namun juga nantinya akan kerjasama dg BFIN juga..",8:48:29 PM,"Monday, March 22, 2021"
301,Jeffrey [ MANDIRI ] IS MY BEST FRIEND,SAHAM #UNIQ wkkwkw,8:36:12 PM,"Monday, March 22, 2021"
302,Bali.enakk,"Skrng jadi mumet investor
Naik kelas pak",8:29:19 PM,"Monday, March 22, 2021"
303,Al Blenk,"Bner.,q nyangkut bbkp anjimm🤣🤣",8:28:44 PM,"Monday, March 22, 2021"
304,Bali.enakk,Bbkp investor,8:27:02 PM,"Monday, March 22, 2021"
305,Nikolaus Phangestu,Jgn tutup akun pak...tar cent RI R nya hangus gk d tebus:joy::joy::joy:,8:01:08 PM,"Monday, March 22, 2021"
306,Benhan,"Baguslah ada event begituan. Jadi bisa close the chapter and move on. Sekaligus pelajaran buat netizen untuk berpikir sebelum mengumpat. 
Entah kalau ada yg belajar atau tidak, setidaknya kita selalu diingatkan pepatah bijak ini:
“Semua yg dimulai dengan amarah, akan berakhir dengan rasa malu.”
“Whatever is begun in anger ends in shame.” -Benjamin Franklin",7:42:27 PM,"Monday, March 22, 2021"
307,Al Blenk,"Krjan djp pling suka xlo da org dpt duit"" enk gtu🤣🤣",7:41:15 PM,"Monday, March 22, 2021"
308,Arif Robani,"Indonesia keren emang, pembohong dan cheater dikasih duit",7:25:53 PM,"Monday, March 22, 2021"
309,Meneer Greg,Memang sudah di cek porto dan history transaksinya?,7:16:21 PM,"Monday, March 22, 2021"
310,hery,"buset, link ketiga dalam waktu berdekatan",7:12:10 PM,"Monday, March 22, 2021"
311,Rizal Akhmad,Akurasi Dadang cuma 27% 🤣🤭🤣🤭,6:59:45 PM,"Monday, March 22, 2021"
312,Ronny,Lah aturan pemerintah pajak hadiah ditanggung pemenang kok :joy::joy:,6:56:59 PM,"Monday, March 22, 2021"
313,SAB,Deddy bilang kalau pajak tanggungan masing2 penerima uang hadiah.,6:55:50 PM,"Monday, March 22, 2021"
314,Ronny,Yg pasti dadang dapat 100 jt. Udah bersih ga dipotong pajak karena pajak ditanggung pemenang,6:53:41 PM,"Monday, March 22, 2021"
315,Kelon Mas,"positif thingking aja om mungkin tanpa rokok -30%, tanpa kopi -20%, tanpa duduk angkat kaki -10% :joy::runner::runner:",6:52:17 PM,"Monday, March 22, 2021"
316,Raymond,Kisah real nya itu ?,6:25:57 PM,"Monday, March 22, 2021"
317,Dion,"mngkn ada yg daftar pake ktp nya pak, jaman skrng hati2 kirim foto ktp, sim, dll",6:25:54 PM,"Monday, March 22, 2021"
318,Ronny,"Waktu install apps pinjol. Kita kasih permission utk buka semua data hp kita.
Jangankan contact, semua foto, message, location, microphone access. Semua kita kasih kok. 
Kalau ga begitu jaminannya, gimana ada yg mau kasi pinjem duit.",6:24:16 PM,"Monday, March 22, 2021"
319,Will,"Mirip temen saya, kena combo KAEF INAF IRRA BBKP ANTM",6:24:04 PM,"Monday, March 22, 2021"
320,Jutha Bram,"Dan terulang lg...
Tiap kali market crash pasti ada aja korban seperti ini...

Turut berduka cita:pray:",6:23:55 PM,"Monday, March 22, 2021"
321,Ronny,"Ngeri bgt. Main kaef inaf + kons ini. Trus mau balas dendam di bank2 kecil.
Puncaknya bunuh diri. Coba balas dendam di coal.",6:22:58 PM,"Monday, March 22, 2021"
322,DUTA BANGLADESH,"Gan, numpang tanya out of topic...dsni ada kah yg pernah mengalami teror dari pinjaman online? Ada keluarga yg kena teror dari pinjol padahal org tsb tidak pernah melakukan pinjaman sama sekali...tapi terus2an ditagih suruh bayar dan di ancam2",6:16:27 PM,"Monday, March 22, 2021"
323,Jimi Yang,"Mainnya ga serius, coba kalah wajib bayar 200jt. Ini kalah menang tetap dpt duit :joy: enak banget",5:25:26 PM,"Monday, March 22, 2021"
324,Suspend Buy,CSAP :sweat_smile:,4:59:26 PM,"Monday, March 22, 2021"
325,Benhan,"Sebelumnya Pak Dadang ditantang Percasi tanding dg Masternya, tapi ga mau karena ga jelas hadiah dan aturannya dll. DC ini market maker tau dia apa yg dimauin pasar dan bisa sulap “barang” biasa jadi bagus :smile::+1:",4:57:07 PM,"Monday, March 22, 2021"
326,AldoGenuin,Pak dadang ni pemain film ya,4:56:54 PM,"Monday, March 22, 2021"
327,Benhan,"Ini pelajaran buat kita semua. Ada peluang langsung sikat, jangan ragu. DC siap nombokin duit hadiah pakai kocek sendiri. Yang ragu2 akan jadi follower doank, yg duluan cuan juga pol2an",4:55:17 PM,"Monday, March 22, 2021"
328,Dimas Prakoso,Padahal dibalik 300jt kang dedy dapat MM an :joy:,4:54:11 PM,"Monday, March 22, 2021"
329,Hauw,Ga ngerti catur sama sekali tapi ada yg blg blunder dewa kipas game 1 parah banget,4:53:53 PM,"Monday, March 22, 2021"
330,Ronny,"Irene dapat hadiah setara emas sea games
Dadang 100jt setara perak seagames, kualifikasi padahal ga ada
Pemenang utama dedy. Endorse toped, blom viewer gede2an. Plg hebat dedy",4:53:11 PM,"Monday, March 22, 2021"
331,Benhan,Hadiahnya melebih uang tunai buat medali emas Sea Games,4:53:06 PM,"Monday, March 22, 2021"
332,Benhan,"Lumayan juga buat Irene, 200 juta termudah dalam hidupnya, sekalian bersihin tuduhan macam2",4:52:02 PM,"Monday, March 22, 2021"
333,Haikal,Haka JPFA,4:43:59 PM,"Monday, March 22, 2021"
334,Rizal Akhmad,Dewa kibul 🤭,4:41:47 PM,"Monday, March 22, 2021"
335,Bow,CPO :rocket:,4:41:00 PM,"Monday, March 22, 2021"
336,Yustinus broker asuransi mobil raw n1153 n1155,Dewa mau mabuk lagi??,4:40:08 PM,"Monday, March 22, 2021"
337,Jepri Ardiansyah,"Tembus R3 pak, menuju pola HTF",4:36:43 PM,"Monday, March 22, 2021"
338,Hendro Masori,Nyerah di langkah berapa,4:36:31 PM,"Monday, March 22, 2021"
339,Hendro Masori,Maksud saya langkah ke berapa mati nya,4:36:14 PM,"Monday, March 22, 2021"
340,Arif Robani,"Dewa blunder, akurasi di chess.com nggak terbukti",4:35:07 PM,"Monday, March 22, 2021"
341,Hendro Masori,Jadi berapa langkah ronde 1 2 dan 3?,4:32:23 PM,"Monday, March 22, 2021"
342,glenn .,Net 75 jt. Mayan bisa buat beli gorengan 🤣🤣,4:30:09 PM,"Monday, March 22, 2021"
343,Paw Paw,mayan 100 juta buat nyerok,4:28:23 PM,"Monday, March 22, 2021"
344,Meneer Greg,"Beda level lah ya sama GM Irene...

R.I.P. Dewa Kipas",4:27:14 PM,"Monday, March 22, 2021"
345,glenn .,"100 jt, pajak hadiah 25%. Tetep mayan dah... 🤣🤣",4:25:58 PM,"Monday, March 22, 2021"
346,Al Blenk,Buat HAKA KBAG🤣🤣🤣,4:24:21 PM,"Monday, March 22, 2021"
347,Rizal Akhmad,Kata dia mah bodo amat yang penting 100jt cuma duduk dan pura² mikir aja :joy:,4:23:47 PM,"Monday, March 22, 2021"
348,Jepri Ardiansyah,Kabarnya hadiah 100 juta pak dadang besok akan dibelikan saham WIKA :joy::joy:,4:23:47 PM,"Monday, March 22, 2021"
349,Ronny,Habiss dah skrg bullyan berbalik :joy::joy:. Paling ga 100jt da ditangan,4:23:01 PM,"Monday, March 22, 2021"
350,apieth,Ank pak Dadang adl ank terbaik. Kasi bapake duit 100jt,4:21:33 PM,"Monday, March 22, 2021"
351,Arie,Jejak digitalnya ga akan pernah hilang pak hahaha,4:19:44 PM,"Monday, March 22, 2021"
352,Arie,Risk nya namanya dikenal buruk seindonesia pak :grimacing:,4:18:24 PM,"Monday, March 22, 2021"
353,Jafar Sim,"100 jta saya mau deh ikut tanding catur, nanti uangnya saya belikan SAME dan CENT masing masing 50 jta, tutup akun nya tahun depan baru liat lagi :smile:",4:16:01 PM,"Monday, March 22, 2021"
354,Al Blenk,Wkwkw walo muka bapaknya ditamparin se nusantara🤣🤣🤣,4:13:26 PM,"Monday, March 22, 2021"
355,Chezy,Lumayan dapet 100jt cuman nahan malu aja,4:12:41 PM,"Monday, March 22, 2021"
356,Yoga Dharmawan,"Spekulasi sih,bisa jadi anaknya yang make cheatnya. Lucu ini anaknya pas tawaran tanding dapet duit akun facebooknya langsung di aktifin lagi :sweat_smile:",4:11:35 PM,"Monday, March 22, 2021"
357,Henri88,"Pak Dadang delisting wkwkwk
kaga mau lanjuutt...",4:09:46 PM,"Monday, March 22, 2021"
358,GumBall,Ya mungkin bener cheat kalo sesuai omongan levi atau mungkin ada pihak yg mainin akun dewa kipas bukan the real pak dadang nya,4:09:22 PM,"Monday, March 22, 2021"
359,Yoga Dharmawan,"Semoga pak dadang ga dihujat netijen, anaknya sok iye sih 🙃",4:08:42 PM,"Monday, March 22, 2021"
360,Al Blenk,Pak dadang kek ritel farma dihajr bandar tanpa ampun🤣🤣🤣🤣,4:08:41 PM,"Monday, March 22, 2021"
361,rigeladitya,Coba itu move nya pak Dadang akurasinya berapa coba..,4:08:28 PM,"Monday, March 22, 2021"
362,Rui,"Anak berpolah, Bapak kepradah",4:08:20 PM,"Monday, March 22, 2021"
363,Brian Andhika,ARB 3x mang dadang :sweat_smile::sweat_smile:,4:07:54 PM,"Monday, March 22, 2021"
364,Raf,"Klo pecatur yg lihat, pak dadang banyak bikin kesalahan sederhana",4:07:45 PM,"Monday, March 22, 2021"
365,Benhan,Pak Dadang nyerah dg 3-0. Cut loss dulu daripada lebih merah lagi,4:07:38 PM,"Monday, March 22, 2021"
366,Al Blenk,Dewa kipas CL babak 3🤣🤣🤣,4:07:21 PM,"Monday, March 22, 2021"
367,rigeladitya,Ga seru yaaa pertandingannya.. dihabisin.,4:06:22 PM,"Monday, March 22, 2021"
368,Bagus Giant,"La yg ini berarti bisa masuk wl bu, yg belum jalan kecenf",3:54:29 PM,"Monday, March 22, 2021"
369,hery,keburu baca comment nya?? :scream:,3:54:13 PM,"Monday, March 22, 2021"
370,Odilia 이정은,Ketinggalan doid ama indy cm pegang ptba sama adro,3:53:49 PM,"Monday, March 22, 2021"
371,Bagus Giant,Indy doid kenceng bu,3:52:22 PM,"Monday, March 22, 2021"
372,Hendika Amrinto Nainggolan,"Gapapa pak Dadang dapet duit juga kalah,cuman nanggung malu dikit",3:50:23 PM,"Monday, March 22, 2021"
373,Paw Paw,wadaw padadang kumaha iyeu,3:50:17 PM,"Monday, March 22, 2021"
374,Matt,"Harus nya GM irene mah kalah ya dengan akurasi segitu , level nya udah diatas nya GM dunia :joy::joy:",3:50:07 PM,"Monday, March 22, 2021"
375,Al Blenk,Pak dadang 2 babak libas:joy::joy:,3:49:56 PM,"Monday, March 22, 2021"
376,Benhan,Yg asik Sutanto Megaranto commentnya ya. Berkelas lah. Santuy,3:49:53 PM,"Monday, March 22, 2021"
377,"Jufriyanto SE, MM",Coal naik saham nya lelet haha .ritel pd nyangkut di Vaksin Nickel bank mini..entah nyangkut apa lg,3:49:41 PM,"Monday, March 22, 2021"
378,rigeladitya,betul pak.. yang sewot akun Dewa Kipas dibanned sama Chess.com kan anaknya dengan postingan profokatif di Facebook. Padahal pak Dadangnya ga masalah akunnya di banned.,3:48:30 PM,"Monday, March 22, 2021"
379,Bianco verde,Besok langsung HAKA WIIM :laughing::laughing:,3:48:12 PM,"Monday, March 22, 2021"
380,Raf,"Iya kemungkinan besar, klo pecatur melihat pak dadang ga bisa melihat ancaman2 simple",3:47:18 PM,"Monday, March 22, 2021"
381,Bagus Giant,Berarti kode saham rokok ya pak:blush:,3:47:14 PM,"Monday, March 22, 2021"
382,rigeladitya,"fix berati ya pertandingan lawan Gotham Chess pake engine.. Dewa Kipas vs Gotham Chess akurasi tinggi, lawan GM Irene blunder teros.",3:46:51 PM,"Monday, March 22, 2021"
383,Benhan,Kemungkinan ini anaknya yg messing dg akunnya. Pak Dadang lumayan sebenarnya untuk ukuran non pro,3:45:15 PM,"Monday, March 22, 2021"
384,apieth,WGM Irene > Dewa kipas > Gotham Chess,3:45:05 PM,"Monday, March 22, 2021"
385,Chezy,dewa kipas kw,3:44:12 PM,"Monday, March 22, 2021"
386,Benhan,Baguslah ini membuka mata netizen Indonesia juga,3:44:11 PM,"Monday, March 22, 2021"
387,angga Ra,$LSIP :+1::smiley:,3:37:04 PM,"Monday, March 22, 2021"
388,Susanto,Ajegile :rocket::+1:,3:36:34 PM,"Monday, March 22, 2021"
389,JSugiarto,Pak Dadang kalahpun dapat BBCA 30 lot euy :sunglasses:,3:28:14 PM,"Monday, March 22, 2021"
390,Bianco verde,"Main catur gaya tongkrongan biasa kopi + rokok ama main catur yg resmi béda pressure nya, it yg gk dipikirkan p. Dadang, makanya kaget pas match",3:27:14 PM,"Monday, March 22, 2021"
391,Andreas N,dewa kipas vs gm irene.. yg menang om deddy :joy::joy:,3:22:59 PM,"Monday, March 22, 2021"
392,mrs A,Blm... Bgt 987...dewa kipas kalah 1-0..drop 890 k viewernya,3:20:50 PM,"Monday, March 22, 2021"
393,Raf,Parah dewa kipas mainya,3:19:13 PM,"Monday, March 22, 2021"
